Wikidata ID,name,,,,name in hiragana,party short name,parliamentary_group,,,current position,,,prefecuture code for sort key,,area 1(proportionally represented constituency),area 2(small electoral district),candidacy in election,elected in,gender,birthday,age(calculated),,image,,Facebook profile ID,official Facebook page,LINE,YouTube channel ID,,official site,e-mail,official blog,described at URL,place of birth,biography,,occupation,position held,father,spouse,memorandom,Wikidata ID（参考情報）,Wikipedia URL（参考情報）,,,,,,,,,,,,,,
UI用DBカラム名,name_full,name_last,name_first,name_alias,name_full_furigana,pary_id,,party_history,is_candidate,current_position,submission_order,,pref_code,senkyoku_no,hirei_area_id,,candidacy_history,winning_history,gender,birth_day,,birth_year,photo_url,twitter_id,facebook_id,facebook_page_id,line_id,youtube_channel_id,instagram_id,offiicial_website_url,email,official_blog_url,reference_url,birth_place,educational_background,,occupation,position_held,father,spouse,,url_wikidata,url_wikipedia,,,,,,,,,,,,,,
wikdiata_concept,label,,,alias,P1814,P102,P4100,P102,P3602,,,,Q646425,,P768(Q13365595),P768(Q1052894),P3602,P2715,P21,P569,,P569,P18,P2002,P2013,P4003,P553-P554,P2397,P553-P554,P856,P968,P1581,P973,P19,P69,P69,P106,P39,P22,P26,,,,,,,,,,,,,朝日結果から確認,,,,
wikidata,名前（フル）,名前（姓）,名前（名）,選挙用表記名/別名,かな,公認政党,推薦政党,以前の政党,立候補,前回,届け出順,比例名簿順位,都道府県,小選挙区番号,比例区,小選挙区,過去の立候補歴,過去の当選歴,性別,誕生日,年齢,誕生年,写真,twitter,フェイスブックID,公式Facebookページ,LINEアカウント,youtube channel,Instagram,公式サイト,メールアドレス,公式ブログ,詳細情報URL,出生地,学歴（履歴）,学歴（最新）,職歴,公職,父親,配偶者,メモ,Wikidata URL,Wikipedia URL,担当,予定日,完了日,担当,予定日,完了日,GrayDBId,,,小選挙区,重複立候補,比例のみ,比例名簿順,マッチング情報
Q1654639,岩屋毅,岩屋,毅,,いわや たけし,自民,,,確定,現職,,,44,3,九州,大分県 3区,,,男性,1957-08-24,60,1957,,takeshi108,https://www.facebook.com/iwayajimusho,,,,,http://www.t-iwaya.com,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1654639,,,,,,,,795,いわや たけし,http://google.co.jp/search?q=岩屋毅,大分3区,比例,,4,1_小選挙区
Q1655220,下村博文,下村,博文,,しもむら はくぶん,自民,,,確定,現職,,,13,11,東京,東京都 11区,,,男性,1954-05-23,63,1954,,-,https://www.facebook.com/hakubun.shimomura,,,https://www.youtube.com/channel/UCRosCw_cyoKzySzqP36FcXQ,,http://www.hakubun.biz/,,,,群馬県高崎市,,,,,,,,https://www.wikidata.org/wiki/Q1655220,,,,10/9,,,,243,しもむら はくぶん,http://google.co.jp/search?q=下村博文,東京11区,比例,,1,1_小選挙区
Q1655453,茂木敏充,茂木,敏充,,もてぎ としみつ,自民,,,確定,現職,,,9,5,北関東,栃木県 5区,,,男性,1955-10-07,62,1955,,moteging,moteging,,,,,http://www.motegi.gr.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1655453,,,,,,,,142,もてぎ としみつ,http://google.co.jp/search?q=茂木敏充,栃木5区,比例,,1,1_小選挙区
Q1655755,中川郁子,中川,郁子,中川 ゆうこ,なかがわ ゆうこ,自民,,,確定,現職,,,1,11,北海道,北海道 11区,"第46回衆議院議員総選挙
第47回衆議院議員総選挙","第46回衆議院議員総選挙(北海道第11区)
第47回衆議院議員総選挙(北海道第11区)",女性,1958-12-22,58,1958,,nakagawayuko,https://www.facebook.com/nakagawa.office,,,nakagawayuko,,http://nakagawa-yuko.jp/,,,,新潟県高田市(現・上越市),,聖心女子大学外国語外国文学科(1981年卒),三菱商事(1981-1982),衆議院議員,,中川昭一,,https://www.wikidata.org/wiki/Q1655755,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%B7%9D%E9%83%81%E5%AD%90,higa4,10/7,10/7,,,,6,なかがわ ゆうこ,http://google.co.jp/search?q=中川郁子,北海道11区,比例,,3,1_小選挙区
Q1656878,田村憲久,田村,憲久,,たむら のりひさ,自民,,,確定,現職,,,24,1,東海,三重県 1区,,,男性,1964-12-15,52,1964,,,,,,,,http://www.tamura-norihisa.jp/,,https://ameblo.jp/norihisa-tamura/,,,,,,,,,,https://www.wikidata.org/wiki/Q1656878,,higa4,,10/10,,,,506,たむら のりひさ,http://google.co.jp/search?q=田村憲久,三重1区,比例,,1,1_小選挙区
Q1656896,宮腰光寛,宮腰,光寛,みやこし光寛,みやこし みつひろ,自民,公明,,確定,現職,1,2,16,2,北陸信越,富山県 2区,"第41回衆議院議員補欠選挙,富山2区
第42回衆議院議員総選挙,富山2区
第43回衆議院議員総選挙,富山2区
第44回衆議院議員総選挙,富山2区
第45回衆議院議員総選挙,富山2区
第46回衆議院議員総選挙,富山2区
第47回衆議院議員総選挙,富山2区","第41回衆議院議員補欠選挙,富山2区
第42回衆議院議員総選挙,富山2区
第43回衆議院議員総選挙,富山2区
第44回衆議院議員総選挙,富山2区
第45回衆議院議員総選挙,富山2区
第46回衆議院議員総選挙,富山2区
第47回衆議院議員総選挙,富山2区",男性,1950-12-21,66,1950,,,,https://www.facebook.com/miyakoshi.mitsuhiro/,,,,http://www.mituhiro.com/,,,,富山県,,"京都大学法学部,中退","株式会社安藤大理石店
有限会社宮腰工業所","衆議院議員,1998年8月23日から現在
富山県議会議員,1983年 - 1998年",,,,https://www.wikidata.org/wiki/Q1656896,https://ja.wikipedia.org/wiki/宮腰光寛,tominari,10/9,10/9,,,,379,みやこし みつひろ,http://google.co.jp/search?q=宮腰光寛,富山2区,比例,,2,1_小選挙区
Q16769971,門山宏哲,門山,宏哲,,かどやま ひろあき,自民,,,確定,現職,,,12,1,南関東,千葉県 1区,,,男性,1964-09-03,53,1964,,,,,,,,http://www.kadoyama.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16769971,,,,,,,,877,かどやま ひろあき,http://google.co.jp/search?q=門山宏哲,千葉1区,比例,,2,1_小選挙区
Q16770033,金子万寿夫,金子,万寿夫,,かねこ ますお,自民,,,確定,現職,,,46,2,九州,鹿児島県 2区,,,男性,1947-01-11,70,1947,,,,,,,,http://kanekomasuo.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16770033,,,,,,,,812,かねこ ますお,http://google.co.jp/search?q=金子万寿夫,鹿児島2区,比例,,4,1_小選挙区
Q1689655,川崎二郎,川崎,二郎,,かわさき じろう,自民,,,確定,現職,,,24,2,東海,三重県 2区,,,男性,1947-11-15,69,1947,,,,,,,,http://www.kawasaki-jiro.ne.jp/,,,,,,慶應義塾大学商学部卒業,,,,,,https://www.wikidata.org/wiki/Q1689655,,,,,,,,498,かわさき じろう,http://google.co.jp/search?q=川崎二郎,三重2区,比例,,1,1_小選挙区
Q1704924,根本匠,根本,匠,,ねもと たくみ,自民,,,確定,現職,,,7,2,東北,福島県 2区,,,男性,1951-03-07,66,1951,,,Nemoto.Official,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1704924,https://ja.wikipedia.org/wiki/%E6%A0%B9%E6%9C%AC%E5%8C%A0,,,10/9,,,,97,ねもと たくみ,http://google.co.jp/search?q=根本匠,福島2区,比例,,2,1_小選挙区
Q1704969,古屋圭司,古屋,圭司,,ふるや けいじ,自民,,,確定,現職,,,21,5,東海,岐阜県 5区,第39~第47回衆議院選挙,第39~第47回衆議院選挙,男性,1952-11-01,64,1952,,,https://www.facebook.com/furuyakeiji,,,,,http://www.furuya-keiji.jp/,,http://www.furuya-keiji.jp/blog/,,東京都,,成蹊大学経済学部,三井住友海上火災保険(株),安倍晋太郎外相秘書、自治相秘書官、法務政務次官、経済産業副大臣、国家公安委員会委員長・拉致問題担当・国土強靭化担当・内閣府特命担当大臣（防災）,,,,https://www.wikidata.org/wiki/Q1704969,,grck1004,10/8/2017,10/8/2017,,,,437,ふるや けいじ,http://google.co.jp/search?q=古屋圭司,岐阜5区,比例,,1,1_小選挙区
Q1705028,高市早苗,高市,早苗,,たかいち さなえ,自民,,,確定,現職,,,29,2,近畿,奈良県 2区,,,女性,1961-03-07,56,1961,,,,,,,,http://rep.sanae.gr.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1705028,,,,,,,,634,たかいち さなえ,http://google.co.jp/search?q=高市早苗,奈良2区,比例,,2,1_小選挙区
Q17158474,今野智博,今野,智博,,こんの ともひろ,無所属,,,確定,現職,,,11,11,,埼玉県 11区,,,男性,1975-07-25,42,1975,,,tomohiro.konno.saitama11,,,,,https://www.konnotomohiro.jp,,http://ameblo.jp/konnotomohiro/,,,,,,,,,,https://www.wikidata.org/wiki/Q17158474,,,,,,,,852,こんの ともひろ,http://google.co.jp/search?q=今野智博,埼玉11区,,,,1_小選挙区
Q17158549,斎藤洋明,斎藤,洋明,,さいとう ひろあき,自民,公明,,確定,現職,,,15,3,北陸信越,新潟県 3区,,,男性,1976-12-08,40,1976,,saito_hiroaki_,https://www.facebook.com/saitohiroaki2,,,,,http://www.saitoh-hiroaki.jp/index.html,,,,新潟県村上市,,神戸大学大学院国際協力研究科,,,,,,https://www.wikidata.org/wiki/Q17158549,,higa4,,10/11,,,,905,さいとう ひろあき,http://google.co.jp/search?q=斎藤洋明,新潟3区,比例,,2,1_小選挙区
Q17158714,坂本祐之輔,坂本,祐之輔,,さかもと ゆうのすけ,希望,,民進,確定,現職,,,11,10,北関東,埼玉県 10区,,,男性,1955-01-30,62,1955,,nipponniyumeo,,,,,,http://www.sakamoto-yunosuke.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17158714,,,,,,,,846,さかもと ゆうのすけ,http://google.co.jp/search?q=坂本祐之輔,埼玉10区,比例,,1,1_小選挙区
Q17158871,佐々木紀,佐々木,紀,佐々木はじめ,ささき はじめ,自民,,,確定,現職,3,2,17,2,北陸信越,石川県 2区,"第46回衆議院議員総選挙,石川2区
第47回衆議院議員総選挙,石川2区","第46回衆議院議員総選挙,石川2区
第47回衆議院議員総選挙,石川2区",男性,1974-10-18,42,1974,,hajime24331,https://www.facebook.com/start.sasaki.hajime,,,https://sasaki-hajime.jp/hajimetv,,http://sasaki-hajime.jp/,info@sasaki-hajime.jp,,,石川県,"根上中学
小松高校
",東北大学法学部卒,"会社員
会社役員",,,,,https://www.wikidata.org/wiki/Q17158871,https://ja.wikipedia.org/wiki/佐々木紀,tominari,10/9,10/9,,,,390,ささき はじめ,http://google.co.jp/search?q=佐々木紀,石川2区,比例,,2,1_小選挙区
Q17159494,島田佳和,島田,佳和,,しまだ よしかず,自民,,,確定,現職,,,24,3,東海,三重県 3区,,,男性,1970-05-08,47,1970,,,,,,,,http://y-shimada.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17159494,,,,,,,,926,しまだ よしかず,http://google.co.jp/search?q=島田佳和,三重3区,比例,,1,1_小選挙区
Q17160031,鈴木貴子,鈴木,貴子,,すずき たかこ,自民,,"大地
民主
大地",確定,現職,,,51,,北海道,,"第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)","第46回衆議院議員総選挙(2012:繰上当選)
第47回衆議院議員総選挙(2014)",女性,1986-01-05,31,1986,,,https://www.facebook.com/takakosuzukidaichi,,,,,http://www.suzukitakako.jp/,,https://ameblo.jp/takakosuzuki/,http://www.suzukitakako.jp/,北海道帯広市,,トレント大学,NHK,,鈴木宗男,,,https://www.wikidata.org/wiki/Q17160031,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E8%B2%B4%E5%AD%90_(%E6%94%BF%E6%B2%BB%E5%AE%B6),YFuruchin,10/8,10/8,,,,38,すずき たかこ,http://google.co.jp/search?q=鈴木貴子,,,北海道,2,2_比例
Q17160872,田中英之,田中,英之,,たなか ひでゆき,自民,,,確定,現職,,,26,4,近畿,京都府 4区,第46~47衆議院総選挙,第46~47衆議院総選挙,男性,1970-07-11,47,1970,,Tanaka_Hide,https://www.facebook.com/hideyuki.tanaka.790,,,https://www.youtube.com/channel/UCBwCHZBwIrhKhnxpima4uYw?feature=watch,,http://www.tanakahideyuki.jp/,,https://ameblo.jp/kuri9077/,,	京都市右京区,京都成章高等学校卒業	,京都外国語大学卒業,,京都市会議員、衆議院議員,,,,https://www.wikidata.org/wiki/Q17160872,,grck1004,10/9/2017,10/9/2017,,,,531,たなか ひでゆき,http://google.co.jp/search?q=田中英之,京都4区,比例,,2,1_小選挙区
Q17219387,鳩山二郎,鳩山,二郎,はとやま二郎,はとやま じろう,自民,,,確定,現職,,,40,6,九州,福岡県 6区,,,男性,1979-01-13,38,1979,,,鳩山-二郎-611761022337730,https://www.facebook.com/鳩山-二郎-611761022337730/,,,,https://www.facebook.com/%E9%B3%A9%E5%B1%B1-%E4%BA%8C%E9%83%8E-611761022337730/,,,,東京都,青山学院高等部中退、オーストラリア・サウスポートスクール卒業、杏林大学院総合政策学研究科博士前期課程（修士課程）中退,杏林大学総合政策学部,,衆議院議員,,,元・福岡県大川市長,https://www.wikidata.org/wiki/Q17219387,,churu110,10/11,10/11,,,,753,はとやま じろう,http://google.co.jp/search?q=鳩山二郎,福岡6区,比例,,4,1_小選挙区
Q17220479,濱地雅一,濱地,雅一,浜地雅一,はまち まさかず,公明,,,確定,現職,,,61,,九州,,,,男性,1970-5-8,47,1970,,hamachi_m,hamachi.masakazu,,,,,http://www.hamachi-masakazu.net/,,,,福岡市,,早稲田大学,弁護士,衆議院議員,,,,https://www.wikidata.org/wiki/Q17220479,,higa4,10/8,10/8,,,,974,はまち まさかず,http://google.co.jp/search?q=濱地雅一,,,九州,3,2_比例
Q17223599,松田直久,松田,直久,,まつだ なおひさ,無所属,,民進,確定,現職,,,24,1,,三重県 1区,,,男性,1954-05-08,63,1954,,,,,,,,http://www.n-matsuda.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17223599,,,,,,,,916,まつだ なおひさ,http://google.co.jp/search?q=松田直久,三重1区,,,,1_小選挙区
Q1724004,照屋寛徳,照屋,寛徳,テルヤ寛徳,てるや かんとく,社民,,,確定,現職,,,47,2,九州,沖縄県 2区,,,男性,1945-07-24,72,1945,,,,,,,,http://www.terukan.com,,http://terukan.ti-da.net,,サイパン島米軍捕虜収容所,,琉球大学法文学部,弁護士,衆議院議員、社民党国会対策委員長,,,,https://www.wikidata.org/wiki/Q1724004,,churu110,10/11,10/11,,,,823,てるや かんとく,http://google.co.jp/search?q=照屋寛徳,沖縄2区,比例,,1,1_小選挙区
Q1737905,石井啓一,石井,啓一,,いしい けいいち,公明,,,確定,現職,,,53,,北関東,,,,男性,1958-03-20,59,1958,,,,,,,,http://www.k1-ishii.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1737905,,,,,,,,841,いしい けいいち,http://google.co.jp/search?q=石井啓一,,,北関東,1,2_比例
Q1737907,浅尾慶一郎,浅尾,慶一郎,,あさお けいいちろう,無所属,,,確定,現職,,,14,4,,神奈川県 4区,,,男性,1964-02-11,53,1964,,asao_keiichiro,https://www.facebook.com/KeiichiroASAO,,,,,http://www.asao.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1737907,,,,,,,,345,あさお けいいちろう,http://google.co.jp/search?q=浅尾慶一郎,神奈川4区,,,,1_小選挙区
Q1739044,若林健太,若林,健太,,わかばやし けんた,自民,,,確定,,,,56,,北陸信越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,わかばやし けんた,http://google.co.jp/search?q=若林健太,,,北陸信越,21,2_比例
Q1761759,下地幹郎,下地,幹郎,下地ミキオ,しもじ みきお,維新,希望,,確定,現職,,,47,1,九州,沖縄県 1区,,,男性,1961-08-14,56,1961,,mikioshimoji,ShimojiMikio,https://www.facebook.com/ShimojiMikio/,,https://www.youtube.com/user/mikioshimoji,,http://www.mikio.gr.jp/,,,,沖縄県,,中央学院大学,,衆議院議員,,,,https://www.wikidata.org/wiki/Q1761759,,churu110,10/11,10/11,,,,982,しもじ みきお,http://google.co.jp/search?q=下地幹郎,沖縄1区,比例,,1,1_小選挙区
Q18458881,源馬謙太郎,源馬,謙太郎,,げんま けんたろう,希望,民進,,確定,新人,,,22,8,東海,静岡県 8区,"第46,47回衆議院議員選挙",,男性,1972-12-21,44,1972,,gemmakentaro,https://www.facebook.com/gemma.kentaro,,,https://www.youtube.com/user/gemmaken/,,http://gemma-kentaro.com/,,,,静岡県浜松市舞阪町舞阪,"静岡大学教育学部附属浜松小学校
静岡f大学教育学部附属浜松中学校
国際基督大学高等学校
成蹊大学法学部政治学科","American University, Washington D.C. USA",,,,,,https://www.wikidata.org/wiki/Q18458881,,,,,,,,459,げんま けんたろう,http://google.co.jp/search?q=源馬謙太郎,静岡8区,比例,,1,1_小選挙区
Q18669603,池内沙織,池内,沙織,池内さおり,いけうち さおり,共産,,,確定,現職,,,13,12,東京,東京都 12区,"第45回衆議院議員総選挙
第46回衆議院議員総選挙
第47回衆議院議員総選挙",第47回衆議院議員総選挙(比例東京ブロック),女性,1982-9-15,35,1982,,"saorijimusyo
ikeuchi_saori",https://www.facebook.com/saolyn.ikeuchi/,https://www.facebook.com/saorioshitai,,,,http://www.saori-ikeuchi.com/,,,,松山市,"愛媛県立松山東高等学校
",中央大学法学部,,衆議院議員,,,,https://www.wikidata.org/wiki/Q18669603,,,,10/11,,,,883,いけうち さおり,http://google.co.jp/search?q=池内沙織,東京12区,比例,,3,1_小選挙区
Q18700742,梅村早江子,梅村,早江子,"梅村さえこ
関口早江子",うめむら さえこ,共産,,,確定,現職,,,11,15,北関東,埼玉県 15区,"第46回衆議院議員総選挙(比例北関東ブロック)
第47回衆議院議員総選挙(比例北関東ブロック)",第47回衆議院議員総選挙(比例北関東ブロック),女性,1964-6-28,53,1964,,umemura_saeko,saeko.umemura.3,,,,,http://www.jcp-umemura.jp/,,,,名古屋市,,立命館大学,,,,,,https://www.wikidata.org/wiki/Q18700742,,higa4,10/8,10/8,,,,843,うめむら さえこ,http://google.co.jp/search?q=梅村早江子,埼玉15区,比例,,2,1_小選挙区
Q18700919,落合貴之,落合,貴之,,おちあい たかゆき,立民,,民進,確定,現職,,,13,6,東京,東京都 6区,,,男性,1979-08-17,38,1979,,ochiaitakayuki,https://www.facebook.com/pages/%E8%90%BD%E5%90%88%E8%B2%B4%E4%B9%8B-%E4%BA%8B%E5%8B%99%E6%89%80%E7%B6%AD%E6%96%B0%E3%81%AE%E5%85%9A-%E6%9D%B1%E4%BA%AC6%E5%8C%BA%E6%94%AF%E9%83%A8-%E4%B8%96%E7%94%B0%E8%B0%B7%E5%8C%BA/1000693033304452,,,,,http://www.ochiaitakayuki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18700919,,,,,,,,887,おちあい たかゆき,http://google.co.jp/search?q=落合貴之,東京6区,比例,,1,1_小選挙区
Q18701018,加藤鮎子,加藤,鮎子,,かとう あゆこ,自民,,,確定,現職,,,6,3,東北,山形県 3区,,,女性,1979-04-19,38,1979,,katoayuko_and_s,,https://www.facebook.com/katoayuko.and.supporters,,,,http://kato-ayuko.net,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18701018,https://ja.wikipedia.org/wiki/%E5%8A%A0%E8%97%A4%E9%AE%8E%E5%AD%90,higa4,,10/11,,,,91,かとう あゆこ,http://google.co.jp/search?q=加藤鮎子,山形3区,比例,,2,1_小選挙区
Q18817349,古田圭一,古田,圭一,,ふるた けいいち,自民,,,確定,現職,,,59,,中国,,,,男性,1957-08-14,60,1957,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18817349,,mshk,10/9,10/9,,,,963,ふるた けいいち,http://google.co.jp/search?q=古田圭一,,,中国,19,2_比例
Q18817567,斉藤和子,斉藤,和子,さいとう和子,さいとう かずこ,共産,,,確定,現職,,,12,13,南関東,千葉県 13区,,,女性,1974-09-29,43,1974,,saitokazuko,,https://www.facebook.com/saito9kazuko,,,,http://saitokazuko.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18817567,,higa4,,10/11,,,,862,さいとう かずこ,http://google.co.jp/search?q=斉藤和子,千葉13区,比例,,3,1_小選挙区
Q18817650,島津幸広,島津,幸広,しまづ幸広,しまづ ゆきひろ,共産,,,確定,現職,,,57,,東海,,,,男性,1956-10-19,60,1956,,u_simazu,,,,,,http://www.jcp-shizuoka.jp/shimazu/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18817650,,,,,,,,910,しまづ ゆきひろ,http://google.co.jp/search?q=島津幸広,,,東海,2,2_比例
Q18817798,田村貴昭,田村,貴昭,,たむら たかあき,共産,,,確定,現職,,,40,10,九州,福岡県 10区,,,男性,1961-04-30,56,1961,,TAMURATAKAAKI,tamuratakaaki,https://www.facebook.com/tamuratakaaki/,,,,http://tamura-takaaki.com/,,,,大阪府,,北九州市立大学法学部,,衆議院議員,,,,https://www.wikidata.org/wiki/Q18817798,,churu110,10/11,10/11,,,,975,たむら たかあき,http://google.co.jp/search?q=田村貴昭,福岡10区,比例,,2,1_小選挙区
Q18817877,仲里利信,仲里,利信,,なかざと としのぶ,無所属,,"自民
新進
自民
無所属",確定,現職,,,47,4,,沖縄県 4区,第47回衆議院議員総選挙,第47回衆議院議員総選挙,男性,1937-03-16,80,1937,,NakasatoOkinawa,nakasatookinawa,,,UCOfEMUL1QU8U4lfc_GpBLXg,,http://nakasato.okinawa/,,,,沖縄県島尻郡南風原町,"沖縄県立知念高等学校
",琉球大学文理学部化学科,,"沖縄県議会議員(1992-2008)
沖縄県議会議長
衆議院議員",,,,https://www.wikidata.org/wiki/Q18817877,,higa4,10/7,10/7,,,,827,なかざと としのぶ,http://google.co.jp/search?q=仲里利信,沖縄4区,,,,1_小選挙区
Q18817972,畠山和也,畠山,和也,はたやま和也,はたやま かずや,共産,,,確定,現職,,,51,,北海道,,"第21回参議院議員通常選挙(2007)
第22回参議院議員通常選挙(2011)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)",第47回衆議院議員総選挙(2014),男性,1971-08-20,46,1971,,hatayama_kazuya,kazuya.hatayama.1,,,,,http://hatayamakazuya.com/,,https://hatarogu.blogspot.jp/,http://hatayamakazuya.com/profile/,宮城県石巻市,,北海道教育大学大学院釧路校,日本共産党職員,,,,,https://www.wikidata.org/wiki/Q18817972,https://ja.wikipedia.org/wiki/%E7%95%A0%E5%B1%B1%E5%92%8C%E4%B9%9F,YFuruchin,10/7,10/7,,,,36,はたやま かずや,http://google.co.jp/search?q=畠山和也,,,北海道,1,2_比例
Q18818065,藤野保史,藤野,保史,,ふじの やすふみ,共産,,,確定,現職,,,56,,北陸信越,,,,男性,1970-06-04,47,1970,,fujinofujinooo,,,,,,http://fujino.jcpweb.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818065,,,,,,,,898,ふじの やすふみ,http://google.co.jp/search?q=藤野保史,,,北陸信越,1,2_比例
Q18818101,堀内照文,堀内,照文,,ほりうち てるふみ,共産,,,確定,現職,,,28,8,近畿,兵庫県 8区,,,男性,1972-11-02,44,1972,,teruhoriuchi,https://www.facebook.com/terufumi.horiuchi,,,https://www.youtube.com/channel/UCq1m_nFC-tQXqIGNV9L9vxw,,http://www.teru-horiuchi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818101,,mshk,10/9,10/9,,,,934,ほりうち てるふみ,http://google.co.jp/search?q=堀内照文,兵庫8区,比例,,4,1_小選挙区
Q18818124,真島省三,真島,省三,まじま省三,まじま しょうぞう,共産,,,確定,現職,,,40,9,九州,福岡県 9区,,第47回衆議院議員総選挙（比例区当選）,男性,1963-01-12,54,1963,,syouzoumajima,majimasyouzou.jcp,https://www.facebook.com/majimasyouzou.jcp,,,,http://jcp-majimasyouzo.jp,,,,長崎県,九州工業大学中退,,,衆議院議員,,,,https://www.wikidata.org/wiki/Q18818124,,churu110,10/11,10/11,,,,976,まじま しょうぞう,http://google.co.jp/search?q=真島省三,福岡9区,比例,,3,1_小選挙区
Q18818128,升田世喜男,升田,世喜男,,ますた せきお,希望,,民進,確定,現職,,,2,1,東北,青森県 1区,,,男性,1957-06-05,60,1957,,,,,,,,http://www.masuta-sekio.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818128,https://ja.wikipedia.org/wiki/%E5%8D%87%E7%94%B0%E4%B8%96%E5%96%9C%E7%94%B7,,,,,,,832,ますた せきお,http://google.co.jp/search?q=升田世喜男,青森1区,比例,,2,1_小選挙区
Q18818200,宮本徹,宮本,徹,,みやもと とおる,共産,,,確定,現職,,,13,20,東京,東京都 20区,,,男性,1972-01-22,45,1972,,miyamototooru,,https://www.facebook.com/miyamototooru.jcp,,,,http://miyamototooru.info/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818200,https://ja.wikipedia.org/wiki/%E5%AE%AE%E6%9C%AC%E5%BE%B9,higa4,,10/11,,,,881,みやもと とおる,http://google.co.jp/search?q=宮本徹,東京20区,比例,,2,1_小選挙区
Q18818207,宗清皇一,宗清,皇一,むねきよ皇一,むねきよ こういち,自民,,,確定,現職,,,27,13,近畿,大阪府 13区,第47回衆議院選挙,第47回衆議院選挙,男性,1970-08-09,47,1970,,munekiyooffice,https://www.facebook.com/profile.php?id=100008489673816,,,,,http://www.kouichi-munekiyo.com/,,https://ameblo.jp/km101010/,,大阪府東大阪市,,龍谷大学文学科英文学卒業	,,大阪府議、衆院銀,,,,https://www.wikidata.org/wiki/Q18818207,,grck1004,10/10/2017,10/10/2017,,,,549,むねきよ こういち,http://google.co.jp/search?q=宗清皇一,大阪13区,比例,,2,1_小選挙区
Q18818221,本村伸子,本村,伸子,もとむら伸子,もとむら のぶこ,共産,,,確定,現職,,,57,,東海,,,,女性,1972-10-20,44,1972,,motomura_nobuko,,,,,,http://motomura.jcp-aichi.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818221,,,,,,,,911,もとむら のぶこ,http://google.co.jp/search?q=本村伸子,,,東海,1,2_比例
Q18818315,横山博幸,横山,博幸,,よこやま ひろゆき,希望,,,確定,現職,,,38,2,四国,愛媛県 2区,,,男性,1950-11-06,66,1950,,,https://www.facebook.com/hiroyuki.yokoyama.12,,,,,http://www.shimin-net.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q18818315,,mshk,10/9,10/9,,,,966,よこやま ひろゆき,http://google.co.jp/search?q=横山博幸,愛媛2区,比例,,1,1_小選挙区
Q1906668,中川正春,中川,正春,,なかがわ まさはる,無所属,,民進,確定,現職,,,24,2,,三重県 2区,,,男性,1950-06-10,67,1950,,,https://www.facebook.com/nakagawa.masaharu,,,,,http://www.masaharu.gr.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1906668,,higa4,,10/10,,,,500,なかがわ まさはる,http://google.co.jp/search?q=中川正春,三重2区,,,,1_小選挙区
Q1949760,古川元久,古川,元久,,ふるかわ もとひさ,希望,民進,,確定,現職,,,23,2,東海,愛知県 2区,,,男性,1965-12-06,51,1965,,Fullgen,https://www.facebook.com/FurukawaMotohisa,,,,,http://www.furukawa.cc/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1949760,,,,,,,,482,ふるかわ もとひさ,http://google.co.jp/search?q=古川元久,愛知2区,比例,,1,1_小選挙区
Q1965622,薗浦健太郎,薗浦,健太郎,,そのうら けんたろう,自民,,,確定,現職,,,12,5,南関東,千葉県 5区,,,男性,1972-06-03,45,1972,,sonourakentaro,,,,,,http://www.sonoken.org/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1965622,,,,,,,,226,そのうら けんたろう,http://google.co.jp/search?q=薗浦健太郎,千葉5区,比例,,2,1_小選挙区
